Debiteurnummer;Naam1;Naam2;Zoeknaam;Adres;Postcode;Plaats;Land;Contact;Telefoon;Mobiel;Email;Email cc;Email factuur;Email factuur cc;BTW nummer
00009002;BANGMA MACHINES;                        ;BANGMA  ;HAARKAMPSTRAAT 10       ;3781 GW ;VOORTHUIZEN                   ;NL      ;DHR. K. BANGMA;0342-471612    ;;k.bangma@bangmamachines.nl                                  ;;;;
00009003;Wicherson Special Products B.V;;WICHERSO;de Hagen 19;8325 DB ;VOLLENHOVE;NL      ;de heer Henk Wicherson;0527242076;0625180626;henk@wspbv.nl                                               ;;Info@sarryvanderscheer.nl;;
00009004;UNICOM OOST;Voorheen bloemenkamp;UNICOM  ;TEN HAVESWEG 1          ;7434 RK ;LETTELE                       ;NL      ;DHR. BLOEMENKAMP;0570-503800;;info@unicomoost.nl                                          ;henri@unicomoost.nl;Henri@unicomoost.nl;;M170215 
00009005;BONHOF B.V.;LANDBOUW- EN INDUSTRIETECHNIEK;BONHOF  ;ZONNENBERGSTRAAT 46     ;7384 DL ;WILP                          ;NL      ;DHR. BONHOF;055-3231263    ;;;;Facturen@bonhof.com;;
00009006;BOSCHLOO B.V.;                        ;BOSCHLOO;GORSSELSE ENKWEG 2A     ;7213 LM ;GORSSEL                       ;NL      ;T.A.V. INKOOP;0575-491447    ;;info@boschoo-gorssel.nl                                     ;;;;M170215 
00009007;BOVERHOFF BV;;BOVERHOF;EUROPAWEG 26;8181 BH ;HEERDE                        ;NL      ;DHR. G. NIJHOF;0578-693136;06-51545792;werkplaats@boverhoff.nl                                     ;;Factuur@boverhoff.nl;;
00009008;BRAND TRACTOREN EN MACHINES;;BRAND   ;BONNINGHAUZENSTRAAT 33  ;7651 AA ;TUBBERGEN                     ;NL      ;DHR. R. BRAND;0546-621811    ;Adm. 621898;;;;;
00009009;TONNY BREUKERS          ;LMB                     ;BREUKERS;KLEIBULTWEG 84          ;7575 BV ;OLDENZAAL                     ;NL      ;t.a.v. Dhr. BREUKERS;0541-517367    ;;;;;;
00009010;HYDRAULIC SYSTEMS ENGINEERING;;HSE     ;SCHORSWEG 8;8171 ME ;VAASSEN ;NL      ;T.A.V.  H.C. Bosch-Wagenaar;0578-615811;FXMAG 0578677273;info@hsebv.nl                                               ;;H.bosch@hsebv.nl;;M170915 
00009011;DISTRIMEX;POMPEN EN SERVICE BV;DISTRIME;EDISONSTRAAT 12;7006 RD ;DOETINCHEM;NL      ;T. V/D WEELE/albert/JOOP BUITE;0314-368444;0651557743;info@distrimex.nl                                           ;;;;
00009013;CYKO HYDRAULIEK BV;;CYKO    ;DAMMATEN 16;7472 DJ ;GOOR;NL      ;DHR. C. KORTENHORST;0547-261690;06-55101014;c.kortenhorst@cyko.nl         ;;Factuur@cyko.nl;;
00009014;WERKTUIG & BOUWDIENST DENEKAMP;;DENEKAMP;BRANDLICHTERWEG 66D;7591 NE ;DENEKAMP                      ;NL      ;DHR. F. KUIPER;0541-351458;;info@werktuigenbouwdienst.nl                                ;;Factuur@werktuigenbouwdienst.nl;;
00009015;DHS APELDOORN B.V.;;DHS     ;PRINSENWEIDE 12;7317 BB ;APELDOORN                     ;NL      ;T.A.V. G. DISBERGEN;055-3122722;06-13953078 fabi;gerrit@disbergen.nl                                         ;;willy@disbergen.nl;;M       
00009016;DHS VEENENDAAL B.V.;;DHS     ;GENERATORSTRAAT 12;3903 LJ ;VEENENDAAL;NL      ;CAREL VAN ES;0318-527315;06 29055519;carel@disbergen.nl                                          ;;willy@disbergen.nl;Hetty@disbergen.nl;M250215 
00009017;DUURSMA INDUSTRIETECHN BV;                        ;DUURSMA ;WILMERSDORF 20          ;7327 AC ;APELDOORN                     ;NL      ;;0570-638499;;;;Inkoopfacturen@duursma.nl;;
00009018;FRENS MECHANISATIE B.V.;                        ;FRENS   ;WEIDEWEG 33;8075 PE ;ELSPEET                       ;NL      ;DRH. G. FRENS;0577-492100    ;;info@fremec.nl                                              ;;;;
00009019;GOERING SERVICE;;GOERING ;BECKUMMERWEG 28 A;7482 ST ;HAAKSBERGEN                   ;NL      ;DHR. H. GOERING;074-3575860;074-3575861;info@goeringservice.nl                                      ;;;;
00009020;GROLLEMAN VRIESHUIS;                        ;GROLLEMA;INDUSTRIEWEG 23;8121 BZ ;OLST                          ;NL      ;DHR. GROLLEMAN;0570-561902    ;;info@grolleman.com                                          ;;Facturatie@grolleman.com;;
00009022;LMB LEENDERS V.O.F.;;LEENDERS;LEENSELWEG 6;5757 SH ;LIESSEL ;NL      ;;0493-344100;;dri.leenders@planet.nl                                      ;;;;
00009023;HEIJCKERS CARROSSERIE EN;TRAILERSERVICE BV;HEIJCKER;ST JOOSTERWEG 9;6051 HE ;MAASBRACHT                    ;NL      ;DHR. PATRICK HEIJKERS;0475-463555;;;;;;M151208 
00009024;HYDROFLEX HYDRAULICS ROTTERDAM;;HYDROFLE;GEYSSENDORFFERWEG 63;3088 GJ ;ROTTERDAM;NL      ;DHR. K. SCHIPPER;010-2839000;;;;S.mizelmoe@hydroflex.nl;;M210120 
00009025;FA HOBELMAN HALLE       ;                        ;HOBELMAN;BIELEMANSDIJK 42        ;7025 CW ;HALLE                         ;NL      ;DHR. M. HOBELMAN;0573-461353    ;;;;;;
00009026;HANDELSOND JW HOFF  B.V.;                        ;HOFF    ;GARSTWEG 8              ;7676 ST ;WESTERHAAR                    ;NL      ;W. HOFF;0546-658055    ;;info@jwhoff.com                                             ;;;;
00009027;VAN DEN HUL EN PETERS BV;AANN.GROND WEG EN WATERBOUW;HUL     ;MONTAGESTRAAT 7;8263 BP ;KAMPEN  ;NL      ;VAN NOREL;038-3334964;06-20008519;b.peters@vandenhulenpeters.nl                               ;;;;M09-02  
00009028;LOONBEDR JANSEN WIJHE   ;                        ;JANSEN W;LIEDERHOLTHUISWEG 15    ;8131 PW ;WIJHE                         ;NL      ;DHR. HAN JANSEN;0572-391435    ;;;;;;
00009029;LOONBEDRIJF GEBR. JANSEN;                        ;JANSEN H;WESEPERWEG 49           ;8111 PJ ;HEETEN                        ;NL      ;DHR. W. JANSEN;0572-381262    ;;info@jansenheeten.nl                                        ;;;;
00009030;KLUIN MECHANISATIEBEDRIJF;                        ;KLUIN EP;HORTHOEKERWEG 4         ;8167 LW ;OENE                          ;NL      ;REINDER KLUIN;0578-641107;;;;;;
00009031;LAKO BV;WEGTRANSPORTMIDDELEN;LAKO    ;KIEFTEWEG 84;7151 NS ;EIBERGEN                      ;NL      ;T.a.v. Aloys;0545-471795;;werkplaats@lako-eibergen.nl                                 ;factuur@lako-eibergen.nl;Factuur@lako-eibergen.nl;;
00009033;MAAS MARKELO B.V.       ;LOON-EN GRONDBOORBEDRIJF;MAAS MAR;SLIGSWEG 1              ;7475 NP ;MARKELO                       ;NL      ;TEUN-JAN;0547-362525    ;;info@maasmarkelo.nl                                         ;;;;
00009034;MULDER-EIJKELKAMP BV;LOON EN GRONDVERZETBEDRIJF;MULDER  ;HEINOSEWEG 67;8026 PB ;WIJTHMEN-ZWOLLE;NL      ;;0529-401351;06-20000336;;;;;
00009035;NECO LASBEDRIJF VOF;;NECO LAS;GRAVENLANDWEG 2;7675 TC ;BRUINEHAAR                    ;NL      ;DHR. J. NEURINK;0546-681371;06-20438360;necolasbedrijf@hotmail.com                                  ;;Necolasbedrijf@hotmail.com;;
00009036;NIENS VILSTEREN;;NIENS   ;VILSTERENSEWEG 30;7734 PE ;VILSTEREN                     ;NL      ;DHR. NIENS;0529-458243    ;;;;;;
00009039;W OVERBEEK              ;HANDELSONDERNEMING      ;OVERBEEK;ZOMERWEG 4              ;7495 SP ;AMBT DELDEN                   ;NL      ;DHR. OVERBEEK;0547-272937;;wim@overbeekshovels.nl                                      ;;;;
00009040;TIM PAP LANDBOUWMECHANISATIE;;PAP     ;KOLMANSWEG 49;8071 SP ;NUNSPEET;NL      ;DHR. T. PAP;0341-452289;06-46114408;thpap@hetnet.nl                                             ;;;;
00009041;L.M.B. VD. RIET         ;                        ;RIET    ;BOLLENWEG 16            ;7495 RV ;AMBT DELDEN                   ;NL      ;ERIC;0547-272703    ;;;;;;
00009042;VAN DER SCHEER;TIMMERMAN VOF;SCHEER  ;VEESSER ENKWEG 45;8194 LK ;VEESSEN                       ;NL      ;T.a.v. B. van der Scheer;0578-631292    ;;info@vdscheer-timmerman.nl                                  ;;Invoice@vdscheer-timmerman.nl;;
00009043;ALMAT BV;;ALMAT   ;STOOMDIJK 13-15;7245 PN ;LAREN (GLD);NL      ;DHR. G. ROEKEVISCH;0573-448080;;h.schoenmakers@almatlaren.nl                                ;j.nijman@almatlaren.nl;administratie@almatlaren.nl;;
00009044;T.M.S.;SCHONEVELD;TMS     ;DOEVENWEG 4;7651 LE ;TUBBERGEN;NL      ;DHR. SCHONEVELD;0546-621526;06-54282373;tms-tubbergen@zonnet.nl                                     ;;;;
00009045;T.L.G.  RUURLO B.V.;                        ;TLG     ;SPOORSTRAAT 60          ;7261 AG ;RUURLO                        ;NL      ;HUUB;0573-451077    ;;info@tlg-ruurlo.nl                                          ;;;;
00009046;TRIAS TRANSP WERKT IND BV;;TRIAS TR;TWEELINGENLAAN 79;7324 BL ;APELDOORN;NL      ;DHR. OOSTERKAMP;055-5425858;06-53168915 LEO;l.bohmer@trias-trailers.nl                                  ;;crediteuren@trias-trailers.nl;;
00009047;TULLER V.O.F.           ;                        ;TULLER  ;APENHUIZERWEG 3         ;7437 SB ;BATHMEN                       ;NL      ;BERTJAN SLAGHEKKE;0570-541233    ;PETER 543059;info@tuller.nl                                              ;werkplaats@tuller.nl;Factuur@tuller.nl;;
00009048;TWENTRAC B.V.           ;                        ;TWENTRAC;KEIZERSWEG 64           ;7451 PG ;HOLTEN                        ;NL      ;DHR. HAVERSLAG;0548-362855    ;;info@twentrac.nl                                            ;magazijn@twentrac.nl;factuur@twentrac.nl;;
00009049;VELUWENKAMP MATERIEEL B.V.;;VELUWENK;HILSDIJK 108;8051 KE ;HATTEM (GLD.);NL      ;;038-4442462;06-20393202;;;;;M1701201
00009050;TRANSP BEDR VERHEUL BV  ;                        ;VERHEUL ;WETERINGSTRAAT 10;7391 TX ;TWELLO                        ;NL      ;DHR. J. VERHEUL;0571-745030;06-43877427 ARIE;administratie@verheul-transport.nl                          ;werkplaats@verheul-transport.nl;Administratie@verheul-transport.nl;;
00009051;DE VOLHARDING           ;LANDBOUW MECH. BEDRIJF  ;VOLHARDI;RIEZEBOSWEG 1;8171 MG ;VAASSEN                       ;NL      ;;0578-571553    ;;info@lmbdevolharding.nl                                     ;;;;
00009052;WAVIN NEDERLAND BV;;WAVIN   ;JC KELLERLAAN 3;7772 SG ;HARDENBERG                    ;NL      ;DHR. WITHAAR;0523-288302;;info@wavin.nl                                               ;;FinanceNL@wavin.nl;;
00009053;VBI WEURT BV;;WEURT   ;METAALWEG 8;6551 AD ;WEURT;NL      ;DHR. J. DERKZEN;024-6771334;Boekh 0263797527;werk_weurt@vbi.nl                                           ;factuur_vbiweurt@vbi.nl;Factuur_vbiweurt@vbi.nl;;
00009054;zweverink bosbouw bv;;ZWEVERIN;HOOG SOEREN 118 /2;7346 AG ;HOOG SOEREN;NL      ;DHR. G. ZWEVERINK;055-5191286;06-53755461;info@zweverink.com                                          ;;;;
00009055;GUBBELS AGRO;                        ;GUBBELS ;BROEKLANDERDIJK 56;8107 PC ;BROEKLAND;NL      ;;;06-51413934;info@gubbelsagro.nl                                         ;;;;
00009056;TWELLO MECHANISATIE B.V.;                        ;TWELLO  ;P/A VOSTERHOF 39;8107 BC ;BROEKLAND;NL      ;;0571-272211    ;;;;;;
00009057;HABE LANDBOUW           ;                        ;HABE    ;LIERDERSTRAAT 63;7364 BK ;LIEREN  ;NL      ;HA BRINK;055-5332765    ;06-51290292;info@habemachine.nl                                         ;;;;
00009058;BULTEN TECHNIEK;;BULTEN  ;RUURLOSEWEG 35C;7251 LB ;VORDEN  ;NL      ;;0575-552080;;;;;;
00009059;DURA VERMEER INFRASTRUCTUUR BV;OOST;DURA    ;FAHRENHEITSTRAAT 11;7461 JA ;RIJSSEN                       ;NL      ;;0548-515555    ;;info@krekel.nl                                              ;;Crediteurenmdi@duravermeer.nl;;
00009060;RATERING BOUW EN INDUSTRIE;;RATERING;DE HOGENKAMP 1;7071 EC ;ULFT                          ;NL      ;;0315-695900;;info@ratering.nl                                            ;;;;
00009061;VOITH TURBO;;OITH    ;KOPPELSTRAAT 3;7391 AK ;TWELLO;NL      ;;0571-279605;0571-279604;monique.wijnen@voith.com                                    ;;;;
00009062;ARCELORMITTAL STAALHANDEL BV;T.A.V. MEVR P. BALSTER;ARCELOR ;NOORWEGENSTRAAT 13;7418 BC ;DEVENTER;NL      ;;0570-639100;0625425270;jeroen.terweele@arcelormittal.com                           ;;;;
00009063;KBK;;KBK     ;LAGE BRINK 61;7317 BD ;APELDOORN;NL      ;;055-5213252;06-51151866;;;;;
00009064;ENERPAC INTEGRATED;SOLUTIONS BV;HYDROSPE;OPAALSTRAAT 44;7554 TS ;HENGELO                       ;NL      ;;074-2422045    ;;;;;;
00009065;VAN OPIJNEN B.V.;INT. TRANSPORTBEDRIJF   ;OPIJNEN ;BOCHUMSTRAAT 6          ;7418 EK ;DEVENTER                      ;NL      ;BEN WIJNBERG;0570-635555    ;;magazijn@vanopijnentransport.nl                             ;ben.wijnberg@vanopijnentransport.nl;;;M060416 
00009068;STICHTING TRACTORPULLING;RAALTE;TRACTOR ;ENGEWEG 9;8131 RP ;WIJHE;NL      ;;0572-363505;;mail@josbroeks.nl                                           ;;;;
00009069;WENSINK AUTOMOBIELBEDRIJF B.V.;(WENSINK DEVENTER)      ;WENSINK ;DORTMUNDSTRAAT 8        ;7418 BH ;DEVENTER                      ;NL      ;;0570-634569    ;;magazijn.deventer@wensink.nl                                ;;Crediteuren@wensink.nl;;M010120 
00009070;GEBR. POLL B.V.         ;INT. TRANSPORTBEDRIJF   ;POLL  GE;FRIESWIJKERWEG 10 A     ;7433 RB ;SCHALKHAAR                    ;NL      ;;0570-532055    ;;administratie@pollschalkhaar.nl                             ;;;;M121216 
00009071;THEO ZWART;;ZWART   ;VEENWATERWEG 4;3881 RM ;PUTTEN;NL      ;;0341-491502;0613767430;;;;;
00009072;KRAMP GROEP B.V.;                        ;KRAMP GR;BREUKELAARWEG 33;7051 DW ;VARSSEVELD;NL      ;T.a.v. Modla Krolewska;0315-254444;0594-587599 FACT;naomi.van.hal@kramp.com                                     ;;Vendor.invoices@kramp.com;;
00009073;ERME B.V.;                        ;ERME    ;SCHEPERSWEG 5A;7217 TH ;HARFSEN                       ;NL      ;;0573-431214;0573-431214;;;;;M170215 
00009074;DUSSELDORP INFRA,SLOOP;EN MILIEUTECHNIEK B.V.;DUSSELDO;WESTFALENSTRAAT 6;7418 DB ;DEVENTER                      ;NL      ;;0570-623474    ;0544-488488;;;;;W190314 
00009075;MENSINK LOONBEDRIJF VOF;BOSBOUW EN GRONDVERZET;MENSINK ;POLHAARWEG 4;7161 MC ;NEEDE   ;NL      ;;0545-481636;06-51368767;info@mensinkbosbouw.nl                                      ;;;;
00009076;HET GROENBEDRIJF (TD);;GROEN   ;WESTFALENSTRAAT 5A;7418 DC ;DEVENTER                      ;NL      ;;0570-856419;0570-856419;info@deventergroenbedrijf.nl                                ;;;;W100314 
00009077;LMB VAN DER MEIJ;                        ;MEIJ    ;BUSSINKWEG 2A           ;7437 TB ;BATHMEN                       ;NL      ;;0570-541479    ;;info@lmbvandermeij.nl                                       ;;Facturen@lmbvandermeij.nl;;M0101201
00009078;FIRMA BROEKHUIS;                        ;BROEKHUI;OUDENDIJK 3A;7437 SL ;BATHMEN ;NL      ;;06-13446029;;firma@broekhuisbathmen.nl                                   ;;;;08-10-14
00009081;UNICOM OOST B.V.;UNICOM-OOST;UNICOM  ;HOLTERWEG 112           ;7427 RB ;DEVENTER                      ;NL      ;;0570-503806;Inkoop 503807;hansb@unicomoost.nl                                         ;michiel@unicomoost.nl    (magazijn);;;M170215 
00009082;NED GASUNIE NV LUBECKSTR.;CENTRAAL MAGAZIJN       ;GASUNIE ;LUBECKSTRAAT 1          ;7418 EK ;DEVENTER                      ;NL      ;;0570-680300    ;050-5219111;communicatie@gasunie.nl                                     ;;;;
00009083;M. V.D. Goot/Boonstra;                        ;GOOT    ;BOONSMASTRAAT 62        ;8565 GJ ;SONDEL                        ;NL      ;;0514-602197    ;;mvdgoot@kliksafe.nl                                         ;;mvdgoot@kliksafe.nl;;
00009084;TRANSPORTBEDR HERTGERS B.V.;;HERTGERS;KLARENBEEKSEWEG 55;7381 AC ;KLARENBEEK                    ;NL      ;;055-5051402;06-52785922;info@hertgersbv.nl                                          ;;;;
00009085;J.W.D. MARKVOORT        ;                        ;MARKVOOR;HUNNEWEG 2;7433 RS ;SCHALKHAAR                    ;NL      ;;0570-531370    ;;inkoop@jwdmarkvoort.nl                                      ;;;;M200715 
00009086;CAR BEAUTY CENTER DEVENTER;;CAR BEAU;ZWOLSEWEG 364;7345 AL ;APELDOORN;NL      ;;0570-637098    ;;;;;;
00009087;D & S MOBIELE CARCLEANING;;D & S   ;HULLERWEG 26;8071 RN ;NUNSPEET;NL      ;;033-4531228;06-51372676;denstruckwash@gmail.com                                     ;;;;
00009088;VOLKERRAIL NED BV AFD SERV;T.A.V. DE CREDITEURENADM.;VOLKER S;DUURSTEDEWEG 4;7418 CK ;DEVENTER                      ;NL      ;;0570-688111;0347-354444;;;;;
00009089;UBINK BV failliet;                        ;UBINK   ;WANNESTRAAT 7           ;7722 RT ;DALFSEN                       ;NL      ;;0529-432828    ;;info@ubinksportvelden.nl                                    ;;;;01042012
00009090;VERHOEVEN GRONDVERZETMACH. B.V;;VERHOEVE;DEN ENGELSMAN 2;6026 RB ;MAARHEEZE;NL      ;S. VAN MOLL;0495-596666;;info@verhoevenbv.nl                                         ;;;;
00009091;VAN LEUSSEN BV;;LEUSSEN ;BRINKWEG 36;7722 VA ;DALFSEN ;NL      ;ARWIN BREUNIS;0529-431380;;;;;;
00009092;FOR FARMERS HENDRIX BV;;FOR FAR ;ROERMONDSTRAAT 37004    ;7418 CP ;DEVENTER                      ;NL      ;T.A.V. W. DIJKSTRA;0570-664800;;;;;;
00009094;J. MARKVOORT;;MARKVOOR;DORTHERWEG 47;7216 PT ;KRING VAN DORTH;NL      ;;0573-431382;;;;;;M200715 
00009095;A ZWART;;ZWART   ;DROSTEWEG 33A;3881 BE ;PUTTEN  ;NL      ;;0341-491825;06-10176029;zwart0867@planet.nl                                         ;;;;
00009096;DELFTECHNIEK BV;                        ;DELFTECH;SIKKEL 12               ;9932 BD ;DELFZIJL                      ;NL      ;;0596-654500    ;;info@delftechniek.nl                                        ;;Administratie@delftechniek.nl;;
00009097;REKO BV                 ;TRANSP EN CONTAINERBEDR ;REKO    ;OVERKAMPSWEG 21;8102 PH ;RAALTE                        ;NL      ;;0572-351962    ;;;;;;
00009098;OLDE SCHOLTENHUIS;LAS EN REPARATIE SERVICE;OLDE SCH;HUTTENBOSWEG 8;8167 LB ;OENE    ;NL      ;FRANK;0578-628200;06-51916860;alleskomtgoed@hetnet.nl                                     ;;Alleskomtgoed@hetnet.nl;;
00009099;DEVOBO FOREST SERVICE BV;;DEVOBO  ;LICHTENBERGERLAAN 1;7431 AK ;DIEPENVEEN;NL      ;;0570-591109;06-53176727;info@devobo.nl                                              ;;;;M160820 
00009100;DETHMERS HEFTRUCKSERVICE;;DETHMERS;PAASVUURWEG 2;8161 CA ;EPE                           ;NL      ;;0578-613484;06-54238156;;;;;
00009101;GROLLEMAN COLDSTORE BV;;GROLLEMA;ECOFACTORIJ 14;7325 WC ;APELDOORN;NL      ;;055-5265577;;info@grolleman.cm                                           ;;;;
00009103;LOONBEDRIJF N. VAN DER SMIT;;SMIT    ;GOUDSE RIJWEG 120;2771 AT ;BOSKOOP ;NL      ;NICO VD SMIT;06-54633100;;;;;;
00009104;VAN LENTE B.V.,;SYSTEEMINTEGRATIE BV;LENTE VA;HERFORDSTRAAT 5;7418 EX ;DEVENTER                      ;NL      ;ROY JANSEN;0570-631218    ;;;;;;
00009105;MOBIELE HOUTZAGERIJ HET LAAR;L.W. RECHTERSCHOT;RECHTER ;AANVANGSWEG 1;7434 RR ;LETTELE                       ;NL      ;;0570-551866;;;;;;
00009106;SALLCON BEDRIJVEN;                        ;SALLCON ;SCHONENVAARDERSTR 18009 ;7418 CC ;DEVENTER                      ;NL      ;HAN VAN BRUMMELEN;0570-679527;;han@konnected.nl                                            ;;;;
00009107;AARTSEN vervallen;;AARTSEN ;WEEGSCHAALSTRAAT 50;7324 BH ;APELDOORN;NL      ;;055-3684444;;info@aartsen.nl                                             ;;;;
00009108;VAN GURP BV RIOOLREINIGINGSBED;;GURP    ;ZUTPHENSEWEG 3;7418 AG ;DEVENTER;NL      ;T.A.V. K.G. VAN GURP-ORDELMAN;0570-629294;;;;;;M010118 
00009109;DEV OVERSLAG KOMB. B.V. ;                        ;DOK     ;WESTFALENSTRAAT 2       ;7418 DB ;DEVENTER                      ;NL      ;;0570-625022    ;;administratie@dokdeventer.nl                                ;;;;M010120 
00009110;GERRIT FLIERMAN BV;;FLIERMAN;TRAASTERDIJK 1A;7437 RZ ;BATHMEN;NL      ;;0570-542086;;gf@gerritfliermanbv.nl                                      ;;;;M010116 
00009111;BOBELDIJK FOOD GROUP;;BOBELDIJ;STAVERENSTRAAT 14;7418 CJ ;DEVENTER                      ;NL      ;;0570-860100;;;;;;
00009112;ROTOVIA DEVENTER BV;                        ;ROTOVIA ;ZWEEDSESTRAAT 10;7418 BG ;DEVENTER                      ;NL      ;;0570-660706    ;;deventer@rotovia.com                                        ;;;;
00009113;VELTKAMP;;VELTKAMP;ZIRKOONSTRAAT 16-18;7554 TT ;HENGELO ;NL      ;DHR. VELTKAMP;074-2913192;06-53147487;;;;;
00009114;HERMS VERHUUR BV;;HERMS VE;HAMMERSTRAAT 38;8161 PH ;EPE     ;NL      ;;0578-612291;;;;;;
00009115;BOELS VERHUUR B.V.;                        ;BOELS   ;LONDONSTRAAT 3          ;7418 EE ;DEVENTER                      ;NL      ;;0570-635755    ;;;;;;
00009116;HOLLAND HYDRAULICS BV;;HOLLAND ;BINNENHAVENSTRAAT 14;7553 GJ ;HENGELO OV;NL      ;;074-2917848;;;;;;
00009117;W&H  PELLE SERVICE;HANDELSONDERNEMING      ;W&H     ;HET WEGDAM 11;7496 CB ;HENGEVELDE                    ;NL      ;;0547-333039    ;;info@pelleservice.com                                       ;;;;
00009118;DHH B.V.;DISBERGEN HYDRAULIC HYBRID BV;DHH     ;HOGEKAMPWEG 10;7316 MS ;APELDOORN;NL      ;Guido Disbergen;;0644099841 GUIDO;hetty@disbergen.nl                                          ;guido@disbergen.nl;hetty@disbergen.nl;;
00009119;TRUCKWASH NEDERLAND BV;;TRUCKWAS;SPORTWEG 2-1;3871 HH ;HOEVELAKEN;NL      ;;;;;;;;
00009120;SHS HYDRAULICS ALMERE BV;;SHS HYDR;HOPPERZUIGERSTRAAT 14-16;1333 HX ;ALMERE-BUITEN;NL      ;T.a.v. S. Sulaiman;036-5292290;06-51326073;info@shshydraulics.nl                                       ;;info@shshydraulics.nl;;
00009121;EUROPARTS;;EUROPART;OOSTEINDERWEG 589;1432 BM ;AALSMEER;NL      ;PETER VAN 'T HULL;020-6453655;;peter@euro-parts.nl                                         ;;Peter@euro-parts.nl;;
00009122;NIEUWE KLANT;;N       ;;        ;        ;NL      ;;;;;;;;
00009123;COUPERUS HYDRAULIEK;;COUPERUS;FABRYKSWEI 9;8837 HV ;EASTEREIN;NL      ;;0515-332288;;info@couperushydrauliek.nl                                  ;;Administratie@couperushydrauliek.nl;;
00009124;Carotte Engineering;;CAROTTE ;Kreitenmolenstraat 47;5071 BB ;UDENHOUT;NL      ;;013-5030488;;;;;;
00009125;NTP INFRA BV;;NTP     ;NETELHORST 2;8051 KE ;HATTEM (GLD.);NL      ;JEROEN;038-4441681;;info@ntp-hattem.nl                                          ;;;;
00009127;TOON DE BROUWER;TECHNICAL SUPPORT;BROUWER ;HOOG HEUKELOM 1;5059 AD ;HEUKELOM;NL      ;TOON DE BROUWER;06-83084800;;info@toondebrouwer.nl                                       ;;;;
00009128;PRIELE SEVICES B.V.;;PRIELE S;KERKWEG 15  LOODS 6;3214 VB ;ZUIDLAND;NL      ;;0181-322066;06-12036361;info@priele.nl                                              ;;;;
00009129;OUDE NIJHUIS;TECHNICAL SERVICE;OUDE NIJ;NICOLAASBEETSTRAAT 4;7606 BE ;ALMELO  ;NL      ;H. OUDE NIJHUIS;0546-821885;06-30030303;info@oudenijhuis-ts.nl                                      ;;;;
00009130;BLANKENNAU MONAGE;;BLANKENN;GEELSTER 17;7577 GE ;OLDENZAAL;NL      ;HANS;0541-533178;06-53808855;blankenau@live.nl                                           ;;;;
00009131;ROB BEUMER;;BEUMER  ;FLISWEG 18;7451 LZ ;HOLTEN  ;NL      ;;0548-366890;06-48518853;rob.beumer@live.nl                                          ;;Beumer.flishoek@kpnmail.nl;;
00009132;GEBR. WESTSTRATE B.V.;;WESTST  ;ZUIDWEG 13-15;4413 NL ;KRABBENDIJKE;NL      ;;0113-502610;;info@gebrweststrate.nl                                      ;;;;
00009133;FA. MEYER EN ZN.;MACHINE FABRIEK;MEYER   ;PAMPUS 2;8321 WZ ;URK     ;NL      ;HENK MEIJER;0527-684375;;;;;;
00009134;HOLIMEX INTERNATIONAAL BV;;HOLIMEX ;BEDRIJVENPARK TWENTE 328;7602 AB ;ALMELO  ;NL      ;DHR. ZANDBERGEN;0546-577117;;holimex@wxs.nl                                              ;;;;
00009135;KLEIN TEESELINK TECHNIEK;;KLEIN TE;RIJSSENSEWEG 29 A;7475 VE ;MARKELO ;NL      ;S. KLEIN TEESELINK;06-15452944;;info@kleinteeselinktechniek.nl                              ;;Administratie@kleinteeselinktechniek.nl;;
00009136;JANS MECHANISATIE BEDRIJF B.V.;;JANS MEC;CORRIDOR 9;5466 RB ;VEGHEL  ;NL      ;DHR. J.M.B. JANS;0413-211733;;info@jmbveghel.nl                                           ;;;;
00009137;MUNCKHOFHORST B.V.;;MUNCKHOF;GEBR.VAN DOORNELAAN 71;5961 BB ;HORST   ;NL      ;PAUL PEELEN;077-3984025;;info@munckhofhorst.nl                                       ;;;;
00009138;MOCOTECH B.V.;;MOCOTECH;SEEROB 33;9051 VA ;STIENS  -  NEDERLAND;NL      ;DHR. LOLKEMA;058-2572875;06-51561463;bus@mocotech.nl                                             ;;;;
00009140;INTERMONTAGE LEURINK BV;                        ;INTERMON;TWELLOSEWEG 93          ;7396 BM ;TERWOLDE                      ;NL      ;;0571-291480    ;;info@intermontage.nl                                        ;;;;
00009141;SANTPOORT B.V.;;SANTPOOR;A.HOFMANWEG20;2031 BL ;HAARLEM ;NL      ;DHR. HANS FRERIKS;023-5319210;;hans.freriks@santpoort.com                                  ;;;;
00009142;VORTEX SERVICE BV;;VORTEX S;Constructieweg 11;7451 PS ;HOLTEN  ;NL      ;;0575-560382;;info@vortexservice.nl                                       ;;Facturen@vortexservice.nl;;
00009143;JOH.STEENKIST-SCHIJFSMA;;STEENKIS;CRUQIUSWEG 77;1019 AT ;AMSTERDAM;NL      ;DHR.D.J.H.STEENKIST;020-6681011;;info@steenkist-schijfsma.nl                                 ;;;;
00009144;SWINKELS HYDRAULIEK SERVICE BV;;SWINKELS;ROZENOBEL 23;5986 PA ;BERINGE ;NL      ;;077-3270779;;swinkels.hydrauliek@hetnet.nl                               ;info@swinkelshydrauliek.nl;;;M311220 
00009145;RENS DE BRUIJN BV.;;RENS DE ;BATUWSEWEG 44;3412 KZ ;LOPIKERKAPEL;NL      ;DHR. TEUS V. ZELDEREN;0348-551886;06-52536685;t.v.zelderen@rensdebruijn.nl                                ;;;;
